name,address1,city,state,code,country,website,descript
Bell's Brewery Inc.,8938 Krum Ave.,Galesburg,Michigan,49053,United States,http://www.bellsbeer.com/,"In 2003, Bell's proudly opened a new production brewery in nearby Comstock, Michigan. The new brewery has now seen three major additions and encompasses 60,000 square feet of building on a 24 acre site The Quality Assurance department has thrived in the new facilities, implementing procedures and techniques that assure that Bell's is consistently putting out the very best beer possible. Total brewing capacity now stands at 140,000 bbls. At the Kalamazoo Avenue location, an historical rehabilitation has brought about a pleasant architectural change to the city landscape.  Our ongoing goal is to brew thoughtfully, creatively and artistically. We strive to bring an authentic and pleasant experience to all of our customers through our unique ales and beers. We look forward to sharing our beers with you."
Bellows Brew Crew,,Watertown,Wisconsin,,United States,,
Bent River Brewing,1413 Fifth Avenue,Moline,Illinois,61265,United States,,
Berliner Kindl Brauerei AG,Werbellinstrasse 50,Berlin,Berlin,,Germany,,
Berliner-Kindl-Schultheiss-Brauerei,Indira-Ghandi-Strae 66-69,Berlin,Berlin,,Germany,,
Bersaglier,Calle 92 Nï¿½ 101,San Martin,Buenos Aires,1650,Argentina,http://www.bersaglier.com.ar/,
Bethlehem Brew Works,569 Main St,Bethlehem,Pennsylvania,18018,United States,http://www.thebrewworks.com/bethlehem-brew-works,"Established on April 15, 1998 by the Fegley Family, Bethlehem Brew Works successfully captured the essence of Bethlehem's steel industry in a 250 seat brewpub. Signature beers include Steelworkers' Oatmeal Stout, Valley Golden ale, and the award winning Fegley's ESB. In addition, three seasonal taps have been frequented with beers ranging from Pale Ales and Wheats to Pumpkin Ale and Belgian Lambics. Accompanying the six beers brewed right in the restaurant is a full bar specializing in single malt scotches, small batch bourbons, and specialty martinis. Open seven days a week, BBW offers lunch and dinner featuring many items which incorporate the handcrafted beer into their recipes. Golden Ale Hummus, Beer and Cheese Soup, Brewschetta, Diamond Plate Pork, and Beer-Marinated Portabella Napoleon are just a hint of what the menu has to offer."
Bibiana Brewing,,Urbana,Illinois,,United States,,
Biddy Early Brewery,Inagh,Ennis,,,Ireland,,
Bierbrouwerij Bavaria,Burg. van den Heuvelstraat 35,Lieshout,,0,Netherlands,,
Bierbrouwerij De Koningshoeven,Eindhovenseweg 3,Berkel-Enschot,,,Netherlands,http://www.latrappe.nl/,
Bierbrouwerij St.Christoffel,Metaalweg 10,Roermond,,,Netherlands,http://www.christoffelbeer.com,"Beerbrewery St. Christoffel is a relatively young brewery, founded in 1986. Our brewery is situated in the former coalmining-town Roermond in Dutch Limburg and named after the patronsaint of Roermond: Saint Christoffel. The brewery started very small and was at first situated behind a house. In 1995 the brewery moved to her present facility. With moving there, the brewingcapacity greatly enhanced due to new brewing-, fermenting- and lagerfacilities. Christoffel brews according to the German Reinheitsgebot von 1516: which means the brewingprocess takes place in a completely natural way. Around the year 1990, Christoffel Blond was awarded 3 years in a row with the Dutch title: Best Beer from the Netherlands."
Big Bang Brewery (Closed),650 Fifth Street #403,San Francisco,California,94107,United States,,
Big Boss Brewing Company,1249-A Wicker Drive,Raleigh,North Carolina,27604,United States,http://www.bigbossbrewing.com,
Big Buck Brewery,550 South Wisconsin Avenue,Gaylord,Michigan,49735,United States,http://www.bigbuck.com/gaylord.html,"The large dining room provides ample seating with a separate full bar.  From choice cuts of aged beef, including a 20-ounce Porterhouse, or a 9-ounce Filet Mignon, menu selections range from fine steaks, chicken, pork and seafood entrees, to a tempting selection of appetizers. Our chef's daily dessert specials complete your dining experience.  Join our master brewer for a tour of the operating brewery and taste test our newest brew, or visit our Northwoods inspired gift shop for a selection of unusual gifts. Featuring our glass walled, 15,000 barrel capacity brewery, Big Buck offers 8 signature beers along with seasonal specialty brews sure to please the most discriminating palate.   Enjoy dinner or drinks on our deck during the season.  Watch your favorite team or make a presentation on one of our many large screen televisions.  Our child and adult game rooms are available for your pre or post dining entertainment. With advance notice, special hours and special menus, including breakfast menus, may be arranged!"
Big Buck Brewery and Steakhouse #2,,Grand Rapids,Michigan,,United States,,
Big Dog's Brewing Company,4543 North Rancho Road,Las Vegas,Nevada,89130,United States,,
Big Hole Brewing,401 East Main Street,Belgrade,Montana,59714,United States,,
Big Horn Brewing @ The RAM 2,700 North Milwaukee Avenue,Wheeling,Illinois,60090,United States,,
Big Ridge Brewing,15133 Highway 10,Surrey,British Columbia,0,Canada,,
Big River Brewing,180 - 14200 Entertainment Boulevard,Richmond,British Columbia,0,Canada,,
Big Rock Brewery,5555 76th Avenue SE,Calgary,Alberta,0,Canada,,
Big Sky Brewing,5417 Trumpeter Way,Missoula,Montana,59808,United States,,
Big Time Brewing,4133 University Way NE,Seattle,Washington,98105,United States,http://www.bigtimebrewery.com/,"Big Time's brewery is a 14 barrel JV Northwest system consisting of a gas fired brew kettle, an infusion mash tun with mixer, a hot liquor back, a wort cooler, (5) 14 barrel fermenters, a diatomaceous earth filter, a bright beer tank, and (12) 7 bbl serving tanks.  We sell most of our beer at the pub but do wholesale a limited number of kegs to a few Seattle area taverns. We currently brew approximately 1,500 barrels of beer per year"
Bill's Tavern & Brewhouse,188 North Hemlock,Cannon Beach,Oregon,97110,United States,,
Binding Brauerei AG,Darmstdter Landstrae 185,Frankfurt am Main,Hessen,,Germany,,
Birra Forst,"Via Val Venosta, 8",Lagundo / Algund,,0,Italy,,
Birra Moretti,Viale Venezia 9,Udine,,,Italy,,
Birrificia Le Baladin,"Piazza V Luglio, 15",Piozzo,,0,Italy,,
Birrificio Torrechiara,Strada Pilastro 35,Torrechiara,,,Italy,,
Bison Brewing,2598 Telegraph Avenue,Berkeley,California,94704,United States,,
Bitburger Brauerei,RÃ¶mermauer 3,Bitburg,Rheinland-Pfalz,,Germany,,
"BJ's Pizza, Grill, and Brewery - Jantzen Beach",12105 North Center Avenue,Portland,Oregon,97217,United States,,
BJ's Restaurant and Brewery,600 Brea Mall,Brea,California,,United States,http://www.bjsrestaurants.com/beer.aspx,
Black Sheep Brewery,Wellgarth,Ripon,North Yorkshire,,United Kingdom,,
Black Toad Brewing Company,Chicago IL 60612,Chicago,Illinois,,United States,,
Blacksburg Brewing Company,P.O. Box 315,Blacksburg,Virginia,24063,United States,http://www.blacksburgbrewing.com/,"Blacksburg Brewing Co. (BBC) is an independent specialty brewer of premium beer.  As mandated by the Reinheitsgebot (German Purity Law), our beer is brewed with only 4 ingredients: water, barley malt, hops, and yeast.  The best beer requires the best ingredients, so we purchase them regardless of the cost.  We pay a premium to import the Cadillac of barley malt from Bamberg, and our hops from The Hallertau are the best that money can buy, period."
Blackstone Restaurant & Brewery,1918 West End Avenue,Nashville,Tennessee,37203,United States,,
Blicks Brewing,,Colorado Springs,Colorado,,United States,,
Blitz-Weinhard Brewing,Portland OR 97209,Portland,Oregon,,United States,,
Bloomington Brewing Company,"1795 E 10th St,",Bloomington,Indiana,47402,United States,http://bbc.bloomington.com,"Established by One World Enterprises in 1989, Lennie's introduced gourmet pizza to Bloomington, and has since become one of the town's most popular and eclectic eateries. Lennie's set another local landmark in 1994, with the addition of the first commercial brewery in Monroe county and the first brewpub in Southern Indiana. Open until Midnight Sunday through Thursday and until 1 a.m. on Friday and Saturday, Lennie's menu topped by award-winning beer from the BBC and an extensive wine offering appeals to those looking for a quick lunch, a relaxing dinner, an enjoyable happy hour, or a few late-night ales."
BluCreek Brewing Company,2605 South Stoughton Road,Madison,Wisconsin,53716,United States,,
Blue Cat Brew Pub,113 18th Street,Rock Island,Illinois,61201,United States,,
Blue Corn Caf and Brewery - Albuquerque,,Albuquerque,New Mexico,,United States,,
Blue Point Brewing,161 River Avenue,Patchogue,New York,11772,United States,http://www.bluepointbrewing.com/,
Blue Ridge Brewing,217 North Main Street,Greenville,South Carolina,29601,United States,http://www.blueridgebrewing.com/,"Born in the foothills of the Blue Ridge Mountains, Greenville's Brew-Pub continues to pay homage to one simple creed, to provide our customers the very best we can! We're as proud of Chef Rich's House-Made Menu as we are of Jay's Freshly Crafted Brews!"
"Bluegrass Brewing Company, Inc.",3929 Shelbyville Rd.,Louisville,Kentucky,40207,United States,http://www.bbcbrew.com,"The original Bluegrass Brewing Company opened in 1993 at this location, 3929 Shelbyville Road, near Westport Rd., & Chenoweth, & Breckenridge Lanes. It is the city's oldest remaining brewpub and was the first to make a significant mark on the national brewpub and microbrewery scene. Louisville's best beer is made at this location, and large glass windows in the back dining room allow you to witness the brewing operation. The headbrewer is Jerry Gnagy, assisted by Sam Cruz and Cody Mingus."
